cep
65125169
65043570
65058064
65068579
65068579
65068579
65035580
65035580
65066335
65130000
65066651
65130000
65025190
65066690
65065180
65063020
65119250
65060400
65052857
65035250
65046802
65066651
65043000
65041610
65054270
65053650
65046730
65071000
65054490
65081850
65071220
65058185
65051862
65030050
65030050
65046802
65068470
65052872
65110000
65120830
65081475
65081870
65058537
65058036
65030383
65076690
65068067
65065687
65068182
65046802
65010000
65030800
65020080
65063800
65060221
65058149
65025120
65042450
65062590
65085215
65066651
65061031
65054270
65020640
65081761
65059843
65010000
65065080
65052891
65037430
65058852
65058500
65065500
65025130
65026030
65025250
65068843
65060340
65081738
65058482
65042640
65070000
65076690
65072862
65073540
65041620
65072856
65082280
65110000
65068683
65032005
65092706
65067190
65076240
65035440
65057470
65061500
65025200
65082790
65025250
65055362
65068070
65082077
65117571
65080748
65110000
65059040
65042628
65068067
65062670
65068601
65082639
65110000
65071710
65086030
65065310
65070670
65060300
65040090
65061510
65126899
65130000
65044650
65119001
65120785
65068683
65010000
65076670
65080680
65055270
65122383
65046310
65060325
65062650
65042450
65060400
65070685
65090007
65055450
65054040
65057659
65117571
65058484
65130000
65068645
65041877
65057020
65061500
65070290
65070160
65058021
65015110
65042862
65058531
65064514
65068683
65090007
65026070
65100000
65031081
65045862
65760000
65068164
65063800
65123385
65044530
65067845
65056260
65061238
65062670
65065180
65066030
65114674
65054005
65126899
65080825
65058017
65076670
65066862
65066635
65047464
65110000
65063682
65063550
65118892
65057882
65057675
65122383
65056260
65085840
65044786
65137000
65081620
65057020
65026100
65076670
65082545
65042550
65058534
65071841
65130000
65054610
65066651
65058500
65068420
65076690
65068070
65130000
65058039
65075660
65044650
65044370
65064330
65055306
65049162
65042020
65076390
65130000
65055600
65062199
65058567
65062650
65110000
65068380
65118830
65070310
65020290
65020080
65080330
65044740
65058535
65060700
65010600
65058619
65044842
65076670
65110009
65130000
65041770
65053715
65032005
65045247
65056260
65058186
65045120
65061238
65058499
65058092
65117562
65070020
65068070
65081327
65057520
65090044
65065470
65074040
65130000
65080825
65068621
65058534
65025225
65068500
65123205
65061238
65076650
65054040
65057757
65085840
65058243
65040160
65057659
65130000
65058327
65080110
65046802
65048180
65058567
65058551
65137000
65065070
65068885
65040460
65076320
65130000
65015460
65058017
65068380
65076612
65062670
65060809
